"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","class"
0.4,0.402597,0.464789,0.39726,0.416667,0.283784,0.189189,0.333333,0.263736,0.357143,0.356322,0.448276,0.422222,0.270833,0.366667,0.382022,0.376471,0.329114,0.413333,0.408451,0.229885,0.16129,0.25974,0.289157,0.363636,0.4,0.810726,0.826367,0.828025,0.848875,0.85623,0.839623,0.840125,0.841945,0.846847,0.828571,0.803191,0.783505,0.74813,0.740099,0.733167,0.729798,0.720988,0.728395,0.734211,0.738889,0.747093,0.756677,0.758824,0.784615,0.73183,0.78979,0.977848,0.252525,0.47189,0.711128,0.608247,0.8659,0.282828,0.431893,0.554246,0.827273,0.718615,0.484848,0.343575,0.44017,0.876289,0.759494,0.774007,0.4,0.454545,0,0
0.426667,0.467532,0.352113,0.287671,0.25,0.297297,0.391892,0.4,0.32967,0.333333,0.367816,0.287356,0.244444,0.354167,0.355556,0.348315,0.423529,0.468354,0.453333,0.478873,0.344828,0.344086,0.506494,0.46988,0.352273,0.45,0.835962,0.868167,0.878981,0.893891,0.904153,0.896226,0.877743,0.863222,0.885886,0.874286,0.827128,0.801546,0.760599,0.762376,0.755611,0.765152,0.750617,0.745679,0.734211,0.730556,0.741279,0.756677,0.788235,0.818462,0.759398,0.816817,0.889241,0.212121,0.592193,0.611277,0.621993,0.8659,0.272727,0.374354,0.557903,0.836364,0.744589,0.484848,0.385999,0.539975,0.896907,0.671392,0.646931,0.413333,0.509091,0,0
0.466667,0.441558,0.464789,0.315068,0.25,0.310811,0.243243,0.333333,0.307692,0.357143,0.356322,0.356322,0.422222,0.489583,0.511111,0.404494,0.411765,0.35443,0.333333,0.422535,0.310345,0.225806,0.142857,0.216867,0.443182,0.416667,0.845426,0.868167,0.875796,0.897106,0.907348,0.91195,0.909091,0.890578,0.906907,0.845714,0.821809,0.801546,0.790524,0.772277,0.758105,0.775253,0.765432,0.777778,0.776316,0.741667,0.744186,0.753709,0.764706,0.787692,0.769424,0.825826,0.654441,0.572957,0.521662,0.491006,0.620308,0.606745,0.400306,0.465643,0.501346,0.686252,0.61869,0.297646,0.432739,0.475481,0.69876,0.680616,0.685753,0.504482,0.490435,0,0
0.346667,0.376623,0.352113,0.383562,0.333333,0.189189,0.27027,0.28,0.142857,0.238095,0.321839,0.252874,0.244444,0.3125,0.422222,0.505618,0.4,0.455696,0.506667,0.464789,0.344828,0.247312,0.337662,0.301205,0.420455,0.383333,0.829653,0.861736,0.88535,0.913183,0.910543,0.908805,0.912226,0.899696,0.87988,0.871429,0.845745,0.82732,0.785536,0.764851,0.745636,0.739899,0.730864,0.750617,0.757895,0.755556,0.761628,0.777448,0.791176,0.812308,0.754386,0.825826,0.794304,0.656566,0.411011,0.535271,0.630584,0.770115,0.171717,0.365195,0.525193,0.751515,0.735931,0.575758,0.394728,0.597589,0.835052,0.729114,0.797112,0.426667,0.490435,0,0
0.386667,0.337662,0.309859,0.232877,0.236111,0.081081,0.175676,0.213333,0.054945,0.511905,0.471264,0.45977,0.455556,0.3125,0.366667,0.359551,0.270588,0.253165,0.333333,0.450704,0.321839,0.225806,0.12987,0.120482,0.409091,0.35,0.85489,0.890675,0.888535,0.903537,0.900958,0.908805,0.909091,0.896657,0.870871,0.837143,0.800532,0.765464,0.763092,0.774752,0.763092,0.780303,0.785185,0.782716,0.781579,0.780556,0.776163,0.78635,0.788235,0.796923,0.774436,0.828829,0.753165,0.69697,0.4515,0.487581,0.613402,0.804598,0.272727,0.323626,0.480699,0.745455,0.627706,0.707071,0.440293,0.501861,0.793814,0.788354,0.845487,0.413333,0.472727,0.004843,0
0.146667,0.077922,0.070423,0.068493,0.013889,0.040541,0,0.133333,0.131868,0.035714,0.045977,0.068966,0.144444,0.114583,0.155556,0.359551,0.541176,0.481013,0.44,0.380282,0.275862,0.182796,0.155844,0.156627,0.454545,0.183333,0.820189,0.836013,0.824841,0.826367,0.830671,0.820755,0.818182,0.866261,0.885886,0.88,0.864362,0.858247,0.84788,0.839109,0.850374,0.84596,0.8,0.809877,0.818421,0.808333,0.802326,0.804154,0.808824,0.824615,0.849624,0.843844,0.803797,0.545455,0.421497,0.489568,0.649485,0.808429,0.252525,0.372945,0.522755,0.807576,0.649351,0.434343,0.435056,0.519766,0.824742,0.740759,0.784838,0.426667,0.509091,0,0
0.2,0.168831,0.112676,0.123288,0.125,0.135135,0.148649,0.333333,0.230769,0.154762,0.229885,0.172414,0.088889,0.052083,0.088889,0.101124,0.094118,0.329114,0.36,0.43662,0.321839,0.107527,0.155844,0.084337,0.261364,0.183333,0.851735,0.864952,0.863057,0.868167,0.875399,0.871069,0.880878,0.905775,0.903904,0.865714,0.856383,0.82732,0.820449,0.811881,0.82793,0.863636,0.869136,0.85679,0.857895,0.841667,0.840116,0.839763,0.838235,0.84,0.857143,0.864865,0.816456,0.737374,0.42674,0.483607,0.682131,0.758621,0.252525,0.356505,0.449411,0.815152,0.709957,0.181818,0.3228,0.425279,0.845361,0.806582,0.858484,0.44,0.509091,0,1
0.013333,0.064935,0.070423,0.082192,0.041667,0.081081,0.148649,0.306667,0.263736,0.297619,0.264368,0.172414,0.233333,0.145833,0.133333,0.157303,0.176471,0.291139,0.333333,0.309859,0.298851,0.258065,0.337662,0.216867,0.204545,0.216667,0.845426,0.858521,0.856688,0.864952,0.86262,0.871069,0.880878,0.905775,0.933934,0.902857,0.864362,0.85567,0.845387,0.836634,0.855362,0.883838,0.896296,0.893827,0.889474,0.888889,0.883721,0.881306,0.879412,0.88,0.882206,0.888889,0.806962,0.909091,0.418002,0.373323,0.67354,0.777778,0.242424,0.188116,0.339699,0.815152,0.766234,0.141414,0.230796,0.290374,0.85567,0.810633,0.859928,0.426667,0.472727,0,0
0.16,0.12987,0.140845,0.068493,0.111111,0.243243,0.297297,0.506667,0.362637,0.345238,0.390805,0.321839,0.3,0.21875,0.144444,0.202247,0.2,0.088608,0.48,0.577465,0.333333,0.236559,0.38961,0.361446,0.375,0.316667,0.88959,0.890675,0.882166,0.884244,0.891374,0.889937,0.893417,0.917933,0.906907,0.897143,0.880319,0.871134,0.855362,0.85396,0.865337,0.896465,0.911111,0.920988,0.894737,0.877778,0.869186,0.863501,0.852941,0.852308,0.897243,0.897898,0.835443,0.828283,0.40868,0.406359,0.658076,0.785441,0.121212,0.214185,0.368549,0.813636,0.87013,0.080808,0.214211,0.289665,0.876289,0.647089,0.794224,0.4,0.454545,0,0
0.28,0.155844,0.070423,0.082192,0.208333,0.135135,0.256757,0.493333,0.395604,0.392857,0.367816,0.356322,0.3,0.260417,0.288889,0.292135,0.270588,0.265823,0.386667,0.549296,0.344828,0.397849,0.38961,0.373494,0.352273,0.35,0.864353,0.858521,0.843949,0.85209,0.86262,0.867925,0.884013,0.902736,0.915916,0.891429,0.867021,0.853093,0.850374,0.84901,0.862843,0.893939,0.903704,0.916049,0.910526,0.855556,0.843023,0.833828,0.823529,0.833846,0.889724,0.882883,0.89557,0.393939,0.484999,0.494039,0.682131,0.831418,0.141414,0.243776,0.373222,0.85303,0.987013,0.030303,0.299057,0.36607,0.958763,0.628861,0.613718,0.413333,0.509091,0,0
0.36,0.272727,0.183099,0.232877,0.291667,0.162162,0.256757,0.48,0.483516,0.52381,0.45977,0.482759,0.522222,0.447917,0.411111,0.426966,0.4,0.481013,0.586667,0.56338,0.448276,0.344086,0.415584,0.433735,0.443182,0.483333,0.858044,0.874598,0.866242,0.881029,0.891374,0.880503,0.905956,0.905775,0.93994,0.928571,0.904255,0.881443,0.850374,0.836634,0.845387,0.856061,0.864198,0.869136,0.852632,0.825,0.825581,0.830861,0.847059,0.883077,0.849624,0.882883,0.949367,0.161616,0.51908,0.573274,0.604811,0.888889,0.161616,0.294035,0.516254,0.810606,1,0.020202,0.365049,0.380961,0.948454,0.513418,0.423105,0.36,0.418182,0,0
0.44,0.428571,0.478873,0.39726,0.402778,0.378378,0.486486,0.533333,0.450549,0.535714,0.482759,0.505747,0.533333,0.541667,0.511111,0.595506,0.552941,0.531646,0.533333,0.507042,0.390805,0.365591,0.402597,0.361446,0.511364,0.583333,0.914826,0.945338,0.952229,0.971061,0.974441,0.971698,0.974922,0.969605,0.96997,0.945714,0.885638,0.85567,0.817955,0.79703,0.78803,0.792929,0.792593,0.790123,0.807895,0.808333,0.828488,0.845697,0.867647,0.892308,0.786967,0.888889,0.85443,0.59596,0.644043,0.658718,0.587629,0.931034,0.121212,0.336543,0.620886,0.789394,0.943723,0.020202,0.343925,0.600071,0.938144,0.641519,0.68231,0.346667,0.472727,0,0
0.426667,0.415584,0.492958,0.410959,0.402778,0.405405,0.459459,0.533333,0.472527,0.52381,0.494253,0.517241,0.477778,0.479167,0.444444,0.449438,0.517647,0.518987,0.653333,0.746479,0.45977,0.451613,0.38961,0.349398,0.511364,0.583333,0.930599,0.948553,0.952229,0.974277,0.984026,0.981132,0.974922,0.963526,0.954955,0.917143,0.880319,0.85567,0.825436,0.809406,0.80798,0.813131,0.809877,0.814815,0.821053,0.813889,0.834302,0.866469,0.897059,0.932308,0.807018,0.897898,0.810127,0.909091,0.577046,0.703924,0.551546,0.816092,0.606061,0.538281,0.729175,0.724242,0.91342,0.111111,0.480447,0.648112,0.85567,0.895696,0.766065,0.333333,0.472727,0,0
0.226667,0.220779,0.239437,0.30137,0.444444,0.540541,0.527027,0.346667,0.10989,0.238095,0.172414,0.183908,0.344444,0.354167,0.366667,0.404494,0.423529,0.367089,0.2,0.338028,0.218391,0.172043,0.168831,0.349398,0.363636,0.35,0.962145,0.974277,0.968153,0.980707,0.984026,0.977987,0.974922,0.960486,0.951952,0.922857,0.869681,0.850515,0.812968,0.764851,0.763092,0.765152,0.750617,0.762963,0.776316,0.675,0.686047,0.703264,0.735294,0.76,0.781955,0.84985,0.848101,0.808081,0.60501,0.684799,0.520619,0.606745,0.400306,0.483091,0.533929,0.722727,0.753247,0.353535,0.448324,0.477398,0.835052,0.680616,0.8787,0.293333,0.436364,0.11816,0
0.413333,0.441558,0.380282,0.506849,0.472222,0.378378,0.324324,0.333333,0.285714,0.392857,0.367816,0.344828,0.422222,0.385417,0.377778,0.382022,0.329412,0.341772,0.32,0.239437,0.172414,0.258065,0.337662,0.313253,0.340909,0.416667,0.77918,0.778135,0.770701,0.765273,0.763578,0.761006,0.752351,0.735562,0.6997,0.648571,0.632979,0.636598,0.598504,0.554455,0.543641,0.54798,0.57037,0.597531,0.618421,0.638889,0.659884,0.691395,0.714706,0.735385,0.568922,0.666667,0.816456,0.818182,0.653364,0.477397,0.558419,0.743295,0.828283,0.649366,0.589191,0.719697,0.69697,0.727273,0.668296,0.475802,0.793814,0.979747,0.893141,0.346667,0.563636,0,0
0.36,0.311688,0.309859,0.287671,0.361111,0.405405,0.418919,0.453333,0.395604,0.416667,0.298851,0.241379,0.277778,0.34375,0.377778,0.426966,0.470588,0.518987,0.626667,0.478873,0.390805,0.27957,0.363636,0.39759,0.443182,0.45,0.766562,0.78135,0.780255,0.784566,0.779553,0.767296,0.746082,0.717325,0.702703,0.7,0.710106,0.716495,0.705736,0.70297,0.710723,0.727273,0.728395,0.728395,0.713158,0.711111,0.729651,0.759644,0.785294,0.824615,0.721805,0.741742,0.75,0.666667,0.505389,0.398162,0.750859,0.681992,0.10101,0.420855,0.356359,0.848485,0.701299,0.020202,0.516061,0.337883,0.845361,0.622785,0.758123,0.6,0.836364,0,0
0.506667,0.519481,0.507042,0.506849,0.5,0.5,0.608108,0.653333,0.505495,0.595238,0.574713,0.597701,0.644444,0.541667,0.555556,0.617978,0.588235,0.607595,0.586667,0.633803,0.402299,0.408602,0.532468,0.457831,0.568182,0.683333,0.867508,0.900322,0.910828,0.92926,0.945687,0.946541,0.946708,0.930091,0.927928,0.9,0.840426,0.806701,0.790524,0.759901,0.765586,0.775253,0.767901,0.77284,0.792105,0.783333,0.799419,0.827893,0.855882,0.889231,0.769424,0.855856,0.787975,0.383838,0.414215,0.713612,0.745704,0.762452,0.121212,0.325975,0.505892,0.872727,0.757576,0.050505,0.388094,0.43822,0.886598,0.598481,0.654152,0.546667,0.418182,0,0
0.453333,0.506494,0.521127,0.506849,0.430556,0.310811,0.337838,0.466667,0.472527,0.464286,0.563218,0.563218,0.566667,0.458333,0.466667,0.52809,0.458824,0.531646,0.586667,0.535211,0.448276,0.397849,0.480519,0.493976,0.488636,0.6,0.927445,0.951768,0.952229,0.958199,0.948882,0.937107,0.943574,0.942249,0.93994,0.922857,0.898936,0.873711,0.842893,0.821782,0.812968,0.805556,0.802469,0.814815,0.818421,0.813889,0.828488,0.851632,0.870588,0.898462,0.81203,0.891892,0.654441,0.572957,0.521662,0.491006,0.620308,0.606745,0.400306,0.465643,0.501346,0.686252,0.61869,0.297646,0.432739,0.475481,0.69876,0.680616,0.685753,0.504482,0.490435,0,0
0.533333,0.532468,0.507042,0.452055,0.375,0.432432,0.432432,0.48,0.483516,0.488095,0.528736,0.425287,0.444444,0.46875,0.455556,0.483146,0.447059,0.582278,0.586667,0.56338,0.402299,0.462366,0.623377,0.674699,0.545455,0.6,0.933754,0.958199,0.961783,0.967846,0.974441,0.974843,0.968652,0.969605,0.984985,0.957143,0.920213,0.865979,0.835411,0.824257,0.820449,0.823232,0.819753,0.814815,0.823684,0.813889,0.828488,0.848665,0.864706,0.889231,0.819549,0.900901,0.806962,0.767677,0.560151,0.660954,0.781787,0.854406,0.141414,0.360968,0.588785,0.921212,0.805195,0.030303,0.388268,0.558766,0.948454,0.718481,0.794946,0.533333,0.490435,0,0
0.293333,0.350649,0.450704,0.342466,0.208333,0.27027,0.405405,0.506667,0.43956,0.547619,0.609195,0.574713,0.511111,0.416667,0.344444,0.258427,0.435294,0.101266,0.2,0.338028,0.126437,0,0.155844,0.120482,0.511364,0.4,0.927445,0.945338,0.942675,0.948553,0.936102,0.933962,0.952978,0.966565,0.990991,0.974286,0.949468,0.940722,0.902743,0.863861,0.837905,0.85101,0.748148,0.703704,0.7,0.747222,0.784884,0.801187,0.808824,0.836923,0.87218,0.882883,0.987342,0.40404,0.649286,0.531545,0.458763,0.819923,0.606061,0.615782,0.436408,0.69697,0.844156,0.141414,0.616795,0.420316,0.814433,0.894684,0.79278,0.213333,0.290909,0.050363,0
0.04,0.038961,0.056338,0.027397,0.041667,0.054054,0.162162,0.2,0.186813,0.285714,0.310345,0.367816,0.422222,0.34375,0.4,0.438202,0.494118,0.56962,0.56,0.56338,0.310345,0.247312,0.376623,0.39759,0.443182,0.333333,0.864353,0.877814,0.875796,0.890675,0.894569,0.899371,0.912226,0.93921,0.972973,0.945714,0.914894,0.899485,0.877805,0.876238,0.875312,0.873737,0.859259,0.844444,0.852632,0.833333,0.825581,0.830861,0.844118,0.876923,0.874687,0.894895,0.93038,0.484848,0.641713,0.589419,0.503436,0.808429,0.343434,0.649366,0.539212,0.707576,0.735931,0.222222,0.592353,0.543521,0.783505,0.831392,0.849097,0.266667,0.563636,0,0
0.4,0.38961,0.394366,0.438356,0.555556,0.472973,0.513514,0.6,0.549451,0.678571,0.62069,0.632184,0.611111,0.583333,0.555556,0.573034,0.6,0.56962,0.546667,0.492958,0.390805,0.483871,0.545455,0.493976,0.568182,0.666667,0.914826,0.948553,0.968153,0.993569,1,0.993711,1,0.981763,0.984985,0.945714,0.901596,0.873711,0.842893,0.816832,0.812968,0.823232,0.8,0.814815,0.831579,0.836111,0.857558,0.884273,0.897059,0.923077,0.817043,0.90991,0.889241,0.343434,0.547626,0.633631,0.659794,0.854406,0.191919,0.490841,0.526412,0.856061,0.792208,0.111111,0.426152,0.466761,0.896907,0.650127,0.672924,0.413333,0.690909,0,0
0.546667,0.545455,0.535211,0.383562,0.388889,0.432432,0.459459,0.586667,0.450549,0.452381,0.344828,0.425287,0.5,0.427083,0.511111,0.539326,0.552941,0.632911,0.653333,0.591549,0.494253,0.408602,0.467532,0.385542,0.5,0.6,0.958991,0.974277,0.971338,0.983923,0.977636,0.984277,0.990596,0.978723,0.978979,0.974286,0.917553,0.917526,0.882793,0.851485,0.837905,0.856061,0.851852,0.846914,0.85,0.844444,0.860465,0.884273,0.905882,0.935385,0.85213,0.927928,0.829114,0.767677,0.556365,0.757824,0.737113,0.923372,0.080808,0.390324,0.623933,0.919697,0.766234,0.525253,0.343401,0.488211,0.948454,0.676456,0.841877,0.48,0.581818,0,0
0.453333,0.402597,0.380282,0.39726,0.347222,0.216216,0.391892,0.48,0.373626,0.452381,0.54023,0.517241,0.522222,0.5,0.488889,0.449438,0.470588,0.544304,0.6,0.605634,0.482759,0.408602,0.38961,0.349398,0.454545,0.55,0.968454,0.983923,0.977707,0.983923,0.974441,0.968553,0.981191,0.990881,1,0.977143,0.941489,0.917526,0.887781,0.866337,0.872818,0.886364,0.879012,0.874074,0.860526,0.833333,0.834302,0.848665,0.858824,0.88,0.879699,0.930931,0.85443,0.707071,0.607341,0.653999,0.754296,0.850575,0.222222,0.447628,0.582487,0.913636,0.748918,0.242424,0.360859,0.471016,0.938144,0.779241,0.85704,0.493333,0.509091,0,0
0.453333,0.415584,0.408451,0.260274,0.291667,0.216216,0.351351,0.386667,0.406593,0.428571,0.482759,0.448276,0.433333,0.416667,0.411111,0.449438,0.423529,0.56962,0.586667,0.605634,0.471264,0.365591,0.363636,0.289157,0.443182,0.5,0.914826,0.935691,0.93949,0.951768,0.961661,0.959119,0.981191,0.987842,0.978979,0.957143,0.93883,0.912371,0.880299,0.861386,0.865337,0.866162,0.864198,0.851852,0.844737,0.833333,0.828488,0.839763,0.847059,0.861538,0.864662,0.912913,0.898734,0.474747,0.52141,0.609041,0.704467,0.804598,0.262626,0.40418,0.521536,0.875758,0.662338,0.707071,0.31442,0.407729,0.896907,0.808101,0.869314,0.44,0.418182,0,0
0.293333,0.285714,0.338028,0.287671,0.25,0.202703,0.243243,0.346667,0.340659,0.452381,0.413793,0.413793,0.4,0.3125,0.266667,0.337079,0.576471,0.544304,0.56,0.521127,0.402299,0.333333,0.324675,0.240964,0.488636,0.433333,0.892744,0.913183,0.910828,0.919614,0.926518,0.924528,0.949843,0.969605,0.975976,0.954286,0.912234,0.902062,0.887781,0.871287,0.880299,0.896465,0.866667,0.85679,0.852632,0.833333,0.831395,0.836795,0.844118,0.873846,0.889724,0.906907,0.654441,0.572957,0.521662,0.491006,0.620308,0.606745,0.400306,0.465643,0.501346,0.686252,0.61869,0.297646,0.432739,0.475481,0.69876,0.680616,0.685753,0.504482,0.490435,0,0
0.253333,0.272727,0.211268,0.164384,0.166667,0.202703,0.175676,0.373333,0.274725,0.22619,0.241379,0.195402,0.277778,0.416667,0.511111,0.494382,0.505882,0.455696,0.48,0.478873,0.321839,0.225806,0.168831,0.108434,0.443182,0.35,0.908517,0.92926,0.923567,0.92283,0.926518,0.918239,0.943574,0.966565,0.951952,0.928571,0.920213,0.891753,0.862843,0.824257,0.810474,0.808081,0.82963,0.849383,0.863158,0.841667,0.837209,0.839763,0.841176,0.855385,0.83208,0.891892,0.85443,0.424242,0.410428,0.589916,0.774914,0.770115,0.323232,0.200329,0.460585,0.925758,0.727273,0.040404,0.190817,0.399397,0.907216,0.76962,0.763899,0.52,0.490435,0,0
0.16,0.181818,0.112676,0.123288,0.083333,0.054054,0.121622,0.4,0.362637,0.357143,0.344828,0.287356,0.222222,0.302083,0.211111,0.337079,0.082353,0.303797,0.466667,0.352113,0.287356,0.247312,0.298701,0.240964,0.306818,0.283333,0.883281,0.909968,0.917197,0.926045,0.923323,0.918239,0.949843,0.966565,0.975976,0.965714,0.925532,0.881443,0.832918,0.769802,0.72818,0.679293,0.711111,0.824691,0.844737,0.833333,0.840116,0.84273,0.855882,0.876923,0.807018,0.870871,0.829114,0.444444,0.371687,0.53229,0.804124,0.708812,0.414141,0.240019,0.573141,0.912121,0.688312,0.151515,0.171089,0.574544,0.886598,0.803038,0.774007,0.546667,0.527273,0.089588,0
0.32,0.272727,0.211268,0.136986,0.111111,0.108108,0.135135,0.293333,0.263736,0.285714,0.229885,0.264368,0.3,0.364583,0.422222,0.449438,0.482353,0.506329,0.466667,0.422535,0.344828,0.215054,0.220779,0.204819,0.397727,0.35,0.914826,0.938907,0.936306,0.92926,0.923323,0.921384,0.952978,0.981763,0.984985,0.962857,0.930851,0.904639,0.86783,0.84901,0.842893,0.876263,0.866667,0.859259,0.865789,0.847222,0.84593,0.851632,0.858824,0.88,0.869674,0.90991,0.825949,0.59596,0.398194,0.58147,0.762887,0.716475,0.525253,0.269375,0.591223,0.884848,0.735931,0.353535,0.242318,0.501861,0.896907,0.865823,0.804332,0.506667,0.436364,0,0
0.133333,0.220779,0.183099,0.013699,0.027778,0.094595,0.189189,0.226667,0.285714,0.416667,0.344828,0.436782,0.422222,0.34375,0.411111,0.426966,0.494118,0.582278,0.573333,0.408451,0.310345,0.322581,0.363636,0.361446,0.454545,0.383333,0.902208,0.926045,0.929936,0.932476,0.926518,0.915094,0.924765,0.954407,0.984985,0.965714,0.925532,0.886598,0.865337,0.844059,0.802993,0.785354,0.819753,0.822222,0.852632,0.841667,0.851744,0.869436,0.867647,0.88,0.834586,0.894895,0.816456,0.666667,0.338479,0.552161,0.731959,0.720307,0.636364,0.202677,0.518488,0.865152,0.766234,0.494949,0.175628,0.434497,0.896907,0.895696,0.800722,0.48,0.454545,0.001453,0
0.373333,0.350649,0.225352,0.178082,0.333333,0.22973,0.310811,0.333333,0.241758,0.25,0.287356,0.333333,0.277778,0.239583,0.111111,0.269663,0.376471,0.443038,0.493333,0.464789,0.287356,0.301075,0.298701,0.108434,0.329545,0.333333,0.905363,0.92283,0.910828,0.926045,0.929712,0.924528,0.915361,0.924012,0.930931,0.897143,0.845745,0.811856,0.802993,0.722772,0.700748,0.75,0.77037,0.790123,0.805263,0.805556,0.819767,0.836795,0.847059,0.873846,0.77193,0.852853,0.78481,0.939394,0.246723,0.582712,0.654639,0.747126,0.878788,0.11907,0.545713,0.815152,0.878788,0.232323,0.163059,0.425102,0.896907,0.948861,0.773285,0.426667,0.418182,0.012107,0
0.186667,0.25974,0.225352,0.164384,0.138889,0.108108,0.027027,0.186667,0.164835,0.238095,0.137931,0.149425,0.166667,0.177083,0.544444,0.41573,0.435294,0.455696,0.453333,0.478873,0.321839,0.247312,0.246753,0.096386,0.477273,0.283333,0.921136,0.958199,0.955414,0.967846,0.964856,0.955975,0.968652,0.990881,0.978979,0.945714,0.890957,0.873711,0.845387,0.809406,0.658354,0.699495,0.735802,0.77284,0.792105,0.794444,0.813953,0.833828,0.844118,0.864615,0.814536,0.873874,0.794304,0.89899,0.41538,0.601341,0.582474,0.781609,0.828283,0.300376,0.522958,0.75,0.887446,0.40404,0.176676,0.418543,0.865979,0.936203,0.765343,0.36,0.4,0,0
0.133333,0.272727,0.239437,0.178082,0.111111,0.121622,0.108108,0.16,0.10989,0.392857,0.275862,0.494253,0.488889,0.333333,0.222222,0.247191,0.211765,0.329114,0.333333,0.295775,0.275862,0.268817,0.220779,0.180723,0.409091,0.283333,0.914826,0.951768,0.949045,0.954984,0.958466,0.955975,0.962382,0.987842,0.966967,0.882857,0.795213,0.680412,0.620948,0.589109,0.613466,0.659091,0.691358,0.71358,0.734211,0.752778,0.770349,0.78635,0.782353,0.796923,0.716792,0.807808,0.803797,0.858586,0.401107,0.544461,0.609966,0.770115,0.909091,0.294974,0.519911,0.768182,0.852814,0.777778,0.134602,0.439461,0.865979,0.956456,0.786282,0.386667,0.527273,0.072639,0
0.16,0.207792,0.380282,0.575342,0.263889,0.175676,0.243243,0.4,0.450549,0.511905,0.436782,0.436782,0.5,0.479167,0.544444,0.573034,0.505882,0.468354,0.453333,0.422535,0.287356,0.172043,0.220779,0.301205,0.488636,0.466667,0.835962,0.85209,0.869427,0.88746,0.881789,0.886792,0.887147,0.927052,0.960961,0.922857,0.898936,0.863402,0.835411,0.821782,0.790524,0.813131,0.817284,0.82716,0.834211,0.825,0.834302,0.845697,0.858824,0.889231,0.81203,0.870871,0.78481,0.787879,0.467812,0.595877,0.731959,0.708812,0.919192,0.319868,0.572735,0.85303,0.87013,0.171717,0.148219,0.494948,0.907216,0.925063,0.732852,0.506667,0.654545,0.003874,0
0.306667,0.285714,0.309859,0.246575,0.222222,0.216216,0.256757,0.4,0.362637,0.392857,0.37931,0.264368,0.311111,0.333333,0.4,0.393258,0.4,0.35443,0.32,0.352113,0.333333,0.322581,0.324675,0.253012,0.329545,0.383333,0.933754,0.958199,0.955414,0.96463,0.961661,0.959119,0.974922,0.993921,0.996997,0.94,0.925532,0.886598,0.865337,0.841584,0.845387,0.843434,0.844444,0.85679,0.865789,0.855556,0.857558,0.860534,0.867647,0.892308,0.844612,0.915916,0.800633,0.606061,0.524031,0.607799,0.731959,0.716475,0.868687,0.338891,0.5,0.863636,0.922078,0.010101,0.162186,0.424393,0.907216,0.876962,0.65704,0.493333,0.472727,0.004843,0
0.333333,0.272727,0.225352,0.136986,0.041667,0.054054,0,0.213333,0.263736,0.214286,0.195402,0.16092,0.055556,0.083333,0.1,0.41573,0.411765,0.392405,0.4,0.380282,0.298851,0.247312,0.298701,0.253012,0.329545,0.25,0.927445,0.945338,0.94586,0.948553,0.948882,0.937107,0.949843,0.981763,0.981982,0.957143,0.920213,0.878866,0.882793,0.866337,0.877805,0.843434,0.797531,0.839506,0.863158,0.863889,0.863372,0.866469,0.870588,0.892308,0.877193,0.912913,0.860759,0.484848,0.448005,0.46001,0.71134,0.731801,0.717172,0.259981,0.443113,0.862121,0.61869,0.297646,0.432739,0.475481,0.69876,0.680616,0.685753,0.466667,0.454545,0.009685,0
0.213333,0.103896,0.098592,0.082192,0.055556,0.013514,0.027027,0.12,0.175824,0.25,0.275862,0.333333,0.333333,0.375,0.388889,0.505618,0.564706,0.632911,0.613333,0.535211,0.310345,0.258065,0.285714,0.144578,0.5,0.316667,0.917981,0.92283,0.914013,0.903537,0.907348,0.893082,0.905956,0.960486,0.975976,0.931429,0.898936,0.873711,0.840399,0.834158,0.82793,0.828283,0.807407,0.809877,0.818421,0.813889,0.825581,0.851632,0.870588,0.895385,0.827068,0.885886,0.870253,0.393939,0.387999,0.503229,0.738832,0.727969,0.686869,0.180132,0.46343,0.886364,0.835498,0.292929,0.179818,0.422443,0.927835,0.84557,0.691697,0.48,0.509091,0,0
0.213333,0.168831,0.126761,0.123288,0.111111,0.189189,0.256757,0.506667,0.384615,0.404762,0.252874,0.402299,0.533333,0.541667,0.488889,0.483146,0.282353,0.291139,0.306667,0.309859,0.436782,0.333333,0.363636,0.301205,0.5,0.4,0.927445,0.935691,0.929936,0.938907,0.936102,0.937107,0.949843,0.93617,0.897898,0.774286,0.718085,0.724227,0.703242,0.70297,0.680798,0.679293,0.654321,0.698765,0.734211,0.766667,0.805233,0.827893,0.841176,0.867692,0.691729,0.813814,0.803797,0.848485,0.356831,0.615251,0.75945,0.793103,0.636364,0.236261,0.562779,0.898485,0.82684,0.444444,0.22713,0.48502,0.948454,0.909873,0.800722,0.506667,0.527273,0.022276,0
