"V1","V2","V3","V4","class"
0.148649,0.040816,0.040816,0.364583,0
0.216216,0.061224,0.061224,0.322917,0
0.283784,0.122449,0.122449,0.375,0
0.175676,0.122449,0.122449,0.770833,0
0.216216,0.102041,0.102041,0.5,0
0.189189,0.040816,0.040816,0.322917,0
0.189189,0,0,0.125,0
0.189189,0,0,0.125,0
0.189189,0,0,0.125,0
0.189189,0,0,0.125,0
0.189189,0,0,0.125,0
0.189189,0,0,0.125,0
0.22973,0.122449,0.122449,0.583333,1
0.189189,0.040816,0.040816,0.34375,0
0.189189,0.040816,0.040816,0.34375,0
0.216216,0.122449,0.122449,0.645833,0
0.283784,0.020408,0.020408,0.197917,0
0.216216,0.040816,0.040816,0.34375,0
0.216216,0,0,0.145833,0
0.216216,0,0,0.145833,0
0.216216,0,0,0.145833,0
0.216216,0,0,0.145833,0
0.216216,0,0,0.145833,0
0.189189,0.020408,0.020408,0.28125,0
0.148649,0.061224,0.061224,0.75,0
0.148649,0.020408,0.020408,0.375,1
0.283784,0.102041,0.102041,0.479167,0
0.310811,0.020408,0.020408,0.21875,0
0.310811,0.102041,0.102041,0.447917,0
0.189189,0.020408,0.020408,0.34375,1
0.216216,0.102041,0.102041,0.822917,0
0.216216,0.061224,0.061224,0.583333,0
0.216216,0.081633,0.081633,0.71875,0
0.283784,0.020408,0.020408,0.25,0
0.283784,0.040816,0.040816,0.34375,0
0.283784,0.040816,0.040816,0.34375,0
0.310811,0.142857,0.142857,0.697917,0
0.283784,0.040816,0.040816,0.375,0
0.310811,0.040816,0.040816,0.34375,0
0.283784,0.040816,0.040816,0.395833,0
0.310811,0.020408,0.020408,0.270833,0
0.283784,0,0,0.197917,0
0.283784,0,0,0.197917,0
0.337838,0.102041,0.102041,0.5,0
0.283784,0,0,0.197917,0
0.283784,0,0,0.197917,0
0.310811,0.040816,0.040816,0.385417,0
0.283784,0.020408,0.020408,0.322917,0
0.189189,0.040816,0.040816,0.802083,0
0.310811,0,0,0.21875,1
0.310811,0,0,0.21875,0
0.310811,0,0,0.21875,0
0.310811,0,0,0.21875,0
0.310811,0,0,0.21875,0
0.310811,0,0,0.21875,0
0.310811,0,0,0.21875,0
0.310811,0.061224,0.061224,0.520833,0
0.310811,0,0,0.21875,0
0.310811,0.122449,0.122449,0.895833,0
0.216216,0.040816,0.040816,0.875,0
0.310811,0.020408,0.020408,0.375,0
0.283784,0.020408,0.020408,0.520833,0
0.310811,0.040816,0.040816,0.625,0
0.527027,0,0,0.385417,0
0.972973,0,0,0.729167,0
