"att1","att2","att3","att4","att5","att6","att7","att8","att9","att10","att11","att12","att13","att14","att15","att16","att17","att18","att19","class"
0.92885,0.1125,9,0.33333,0,0.04563,0.0015,0.06584,0.00165,0.1007,0.07374,0.1458,0.07872,0.61567,0.37176,0.41366,0.1458,0.54723,0.14288,0
0.67984,0.23333,9,0,0,0.03802,0.00125,0.00497,0.00025,0.00516,0.00567,0.00736,0.00234,0.83582,0.14353,0.55787,0.00736,0.23148,0.25711,0
0.82609,0.59167,9,0,0,0,0,0,0,0,0,0,0,0.83396,0.13176,0.57875,0,0,0.51105,0
0.18972,0.12917,9,0,0,0.08935,0.00094,0.02981,0.00065,0.41053,0.36953,0.49411,0.36087,0.41978,0.62941,0.19734,0.49411,0.32293,0.15419,1
0.73913,0.25833,9,0,0,0.03612,0.00094,0.05093,0.00144,0.28014,0.26013,0.3299,0.2463,0.60634,0.43647,0.31879,0.3299,0.2971,0.16607,1
0.54545,0.35,9,0,0,0.12357,0.00255,0.15776,0.00413,0.32662,0.3128,0.37334,0.28995,0.63433,0.43294,0.29602,0.37334,0.26457,0.1802,1
0.35968,0.24583,9,0.33333,0,0.03802,0.00137,0.01739,0.00047,0.42603,0.38979,0.51031,0.37101,0.44776,0.63647,0.1575,0.51031,0.31436,0.1634,1
0.66403,0.44167,9,0,0,0.04183,0.00063,0.02484,0.00093,0.21792,0.20016,0.25847,0.19174,0.64179,0.37765,0.37761,0.25847,0.30715,0.16037,1
0.24506,0.03333,9,0,0,0.08365,0.0012,0.0323,0.00064,0.315,0.27715,0.38954,0.27202,0.47201,0.56353,0.25047,0.38954,0.35523,0.15285,1
0.26877,0.2375,9,0,0,0.02852,0.00087,0.01739,0.00042,0.39246,0.359,0.47054,0.34139,0.47761,0.59882,0.18786,0.47054,0.31603,0.16362,1
0.59289,0.325,9,0,0,0.28707,0.00462,0.01615,0.00028,0.22102,0.19935,0.27172,0.18784,0.61381,0.42706,0.32638,0.27172,0.35127,0.16748,1
0.66798,0.61667,9,0.33333,0,0.07795,0.00143,0.03602,0.00085,0.14304,0.1483,0.14801,0.1325,0.82463,0.18941,0.49526,0.14801,0.15128,0.243,1
0.70751,0.4375,9,0,0,0.10076,0.00162,0.02981,0.00059,0.23135,0.21232,0.27614,0.20187,0.62873,0.40118,0.35294,0.27614,0.30946,0.16386,1
0.2253,0.40833,9,0,0,0.03992,0.00063,0.0236,0.00035,0.29151,0.26337,0.35567,0.25019,0.54664,0.50824,0.26376,0.35567,0.33496,0.16377,1
0.75099,0.375,9,0,0,0.03802,0.00079,0.02484,0.00086,0.31397,0.28444,0.3785,0.27358,0.52985,0.51529,0.26945,0.3785,0.32273,0.15946,1
0.09091,0.01667,9,0,0,0.02852,7e-04,0.02484,0.00039,0.48851,0.44489,0.57953,0.43336,0.37687,0.68353,0.1537,0.57953,0.30227,0.15431,1
0.59684,0.3625,9,0,0,0.23954,0.00392,0.0236,0.00056,0.20062,0.18152,0.24595,0.17069,0.63806,0.39647,0.35104,0.24595,0.3464,0.16809,1
0.16996,0.1625,9,0,0,0.03992,0.00097,0.0236,0.00028,0.45391,0.41815,0.5324,0.40452,0.44216,0.61529,0.19734,0.5324,0.29017,0.1572,1
0.41107,0.24167,9,0,0,0.08555,0.00154,0.04099,0.00106,0.41518,0.38979,0.48527,0.36477,0.52612,0.56588,0.19165,0.48527,0.28965,0.17146,1
0.10277,0.19167,9,0.33333,0,0.02471,0.00033,0.01615,0.00028,0.49058,0.4376,0.5972,0.4279,0.31157,0.75882,0.09867,0.5972,0.33539,0.15367,1
0.20158,0.09167,9,0,0,0.47529,0.01313,0.00621,0.00018,0.24968,0.22853,0.30191,0.21434,0.60821,0.44118,0.3093,0.30191,0.33727,0.17019,1
0.17391,0.23333,9,0,0,0.02281,3e-04,0.0236,0.00047,0.45133,0.41653,0.53314,0.39751,0.44963,0.63059,0.16509,0.53314,0.29815,0.16243,1
0.28063,0.0875,9,0.33333,0.5,0.13498,0.00273,0.05093,0.00142,0.39298,0.35413,0.48233,0.33515,0.4403,0.65294,0.13852,0.48233,0.34441,0.16512,1
0.55731,0.45,9,0,0,0.18061,0.00086,0.0236,0.00044,0.3181,0.2966,0.37113,0.28215,0.58396,0.46118,0.30171,0.37113,0.28077,0.16454,1
0.96047,0.5125,9,0.33333,0,0.07224,0.00114,0.02236,0.00053,0.31164,0.27066,0.38586,0.27202,0.45149,0.56118,0.27514,0.38586,0.36128,0.14586,1
0.46245,0.41667,9,0,0,0.04183,0.00106,0.01242,2e-04,0.43403,0.41167,0.49926,0.38581,0.54104,0.54706,0.20683,0.49926,0.26922,0.17292,1
0.30435,0.30833,9,0,0,0.18821,0.00212,0.14534,0.00332,0.34082,0.30956,0.40795,0.2993,0.50933,0.53412,0.25996,0.40795,0.31523,0.15895,1
0.00395,0.35,9,0.33333,0,0.07034,0.00135,0.01988,0.00066,0.38781,0.34603,0.47496,0.33515,0.42164,0.64118,0.17647,0.47496,0.33776,0.15719,1
0.44664,0.55833,9,0.33333,0,0.07414,0.00132,0.02236,5e-04,0.42603,0.3825,0.50884,0.37958,0.39739,0.62941,0.22011,0.50884,0.31714,0.1474,1
0.55336,0.025,9,0.33333,1,0.12738,0.00449,0.1118,0.00167,0.31087,0.29417,0.35788,0.2767,0.6194,0.43059,0.31499,0.35788,0.26819,0.17025,1
0.083,0.475,9,0,0,0.07795,0.00182,0.05466,0.00097,0.40589,0.36629,0.48895,0.35542,0.43097,0.62588,0.19165,0.48895,0.32391,0.15637,1
0.90119,0.37917,9,0,0,0.03042,0.00073,0.17764,0.00391,0.29822,0.26985,0.36082,0.25877,0.54291,0.50235,0.27704,0.36082,0.31827,0.16042,1
0.90514,0.44167,9,0,0,0.11217,0.00094,0.0323,0.00062,0.27214,0.24473,0.3299,0.23694,0.55784,0.47294,0.3093,0.3299,0.33503,0.15746,1
0.31225,0.275,9,0,0,0.04753,0.00107,0.01491,4e-04,0.41208,0.37277,0.49043,0.36633,0.43097,0.60471,0.22581,0.49043,0.31069,0.15128,1
0.97628,0.38333,9,0,0,0.03232,0.00058,0.02484,0.00067,0.24839,0.22447,0.29971,0.21668,0.58955,0.43647,0.33586,0.29971,0.32391,0.15807,1
0.89723,0.04583,9,0,0,0.03802,0.00087,0.03106,7e-04,0.34624,0.31199,0.41679,0.30398,0.48694,0.55176,0.25427,0.41679,0.31947,0.15456,1
0.89723,0.12917,9,0.33333,0,0.07034,0.00157,0.09689,0.00161,0.31061,0.28849,0.35862,0.28059,0.58209,0.43529,0.34535,0.35862,0.27157,0.15513,1
0.42688,0.41667,9,0,0,0.04943,0.0011,0.03354,0.00106,0.40279,0.37439,0.47496,0.35308,0.50933,0.57294,0.19734,0.47496,0.29889,0.16771,1
0.07115,0.2125,9,0,0,0.38403,0.00089,0.01491,0.00026,0.4379,0.39222,0.53019,0.38348,0.37873,0.67765,0.16129,0.53019,0.32936,0.15411,1
0.30435,0.4875,9,0,0,0.03992,9e-04,0.03106,0.00081,0.34805,0.31118,0.42563,0.30086,0.46828,0.58588,0.21822,0.42563,0.34024,0.1581,1
0.66798,0.45833,9,0,0,0.07414,0.00185,0.06087,0.00139,0.22566,0.20908,0.26878,0.19564,0.64739,0.39176,0.34915,0.26878,0.31343,0.17122,1
0.2253,0.15417,9,0,0,0.07795,0.00025,0.00621,0.00018,0.28479,0.25851,0.34757,0.24318,0.56157,0.5,0.26186,0.34757,0.33912,0.16711,1
0.70356,0.50833,9,0,0,0.08175,0.0024,0.01988,0.00054,0.25639,0.23339,0.30707,0.22447,0.59328,0.43529,0.33397,0.30707,0.3134,0.15992,1
0.40316,0.225,9,0,0,0.04373,0.00109,0.02733,0.00066,0.41931,0.39222,0.48969,0.37023,0.51306,0.56824,0.20114,0.48969,0.28705,0.16826,1
0.44664,0.49167,9,0.33333,0,0.07034,0.00115,0.01739,0.00064,0.43506,0.39546,0.51694,0.38581,0.42164,0.62706,0.19924,0.51694,0.30598,0.15398,1
0.03953,0.2125,9,0,0,0.03042,0.00051,0.01615,0.00028,0.46553,0.41896,0.56112,0.40842,0.36381,0.7,0.14042,0.56112,0.32276,0.1544,1
0.1581,0.375,9,0,0,0.05894,0.00094,0.04596,0.00112,0.44875,0.41491,0.52651,0.39829,0.45709,0.61059,0.18975,0.52651,0.28936,0.16026,1
0.47431,0.37917,9,0.33333,0,0.10076,0.00187,0.02733,0.00062,0.36019,0.3436,0.41311,0.31956,0.60448,0.47059,0.26565,0.41311,0.2694,0.17616,1
0.86561,0.41667,9,0,0,0.08745,0.00167,0.05093,0.00115,0.2063,0.18558,0.25331,0.17615,0.625,0.40588,0.34915,0.25331,0.34933,0.16443,1
0.86166,0.50417,9,0,0,0.04943,0.00066,0.02484,0.00054,0.24555,0.21556,0.30265,0.21356,0.54851,0.46353,0.33397,0.30265,0.35475,0.15062,1
0.94862,0.24583,9,0,0,0.03612,0.00072,0.09193,0.00199,0.2786,0.2658,0.32032,0.2463,0.65672,0.39765,0.33017,0.32032,0.27405,0.17691,1
0.73123,0.3625,9,0,0,0.04373,0.00119,0.13292,0.00222,0.23677,0.22609,0.27172,0.20966,0.6847,0.35529,0.37002,0.27172,0.2657,0.18196,1
0.82213,0.24583,9,0,0.5,0.07605,0.00184,0.19627,0.0025,0.25613,0.24554,0.29455,0.22525,0.6791,0.37647,0.34156,0.29455,0.27336,0.18191,1
0.20949,0.50833,9,0,0,0.15019,0.00172,0.02857,0.00088,0.1495,0.14506,0.17084,0.13094,0.7556,0.26941,0.43643,0.17084,0.27027,0.19144,1
0.35573,0.22083,9,0,0,0.03232,0.00072,0.0236,0.00074,0.43222,0.39141,0.51767,0.38036,0.41418,0.64353,0.18027,0.51767,0.31426,0.15547,1
0.083,0.31667,9,0,0,0.06464,0.00127,0.02609,0.00045,0.44642,0.40681,0.5324,0.39283,0.41791,0.64941,0.16698,0.5324,0.3097,0.15766,1
0.33992,0.5625,9,0,0,0.03232,0.00062,0.11429,0.0034,0.3008,0.26904,0.3704,0.25721,0.51866,0.53647,0.24668,0.3704,0.34745,0.16156,1
0.20949,0.47917,9,0.33333,0,0.09506,0.00272,0.07578,0.00164,0.16241,0.15316,0.19146,0.1403,0.71828,0.30941,0.40987,0.19146,0.30579,0.18054,1
0.14625,0.34583,9,0.33333,0,0.04753,0.00105,0.01988,0.00056,0.47483,0.44571,0.54786,0.42479,0.48134,0.59412,0.19165,0.54786,0.26726,0.16379,1
0.57708,0.09583,9,0,0,0.15779,0.00419,0.01739,0.00056,0.33178,0.29984,0.39764,0.29228,0.50746,0.52588,0.27514,0.39764,0.31754,0.15467,1
0.43874,0.1125,9,0,0,0.37833,0.01117,0.02484,0.00077,0.45056,0.42464,0.51988,0.4014,0.51119,0.57059,0.19924,0.51988,0.27166,0.16878,1
0.59289,0.375,9,0,0,0.3289,0.00659,0.01118,0.00025,0.2174,0.19854,0.26141,0.18862,0.63433,0.39412,0.35863,0.26141,0.32729,0.16549,1
0.66403,0.5,9,0,0,0.08175,0.00188,0.20621,0.00153,0.2489,0.22366,0.30339,0.21512,0.58022,0.45176,0.32068,0.30339,0.33862,0.16032,1
0.27273,0.1125,9,0,0,0.04183,0.00027,0.02236,0.00055,0.40434,0.36467,0.49264,0.3484,0.43097,0.65059,0.1518,0.49264,0.33602,0.16212,1
0.18182,0.35417,9,0,0,0.03232,0.00058,0.01863,0.00054,0.43171,0.39708,0.51031,0.38114,0.45709,0.61059,0.18975,0.51031,0.29722,0.16034,1
0.42688,0.37083,9,0,0,0.03232,0.00049,0.00994,0.00029,0.3984,0.37601,0.46171,0.3523,0.55224,0.52941,0.22391,0.46171,0.27896,0.17126,1
0.5336,0.14167,9,0,0,0.04183,0.00156,0.04596,0.0011,0.37,0.35089,0.42268,0.33203,0.58396,0.47176,0.28463,0.42268,0.25937,0.16759,1
0.36364,0.23333,9,0,0,0.05894,0.0014,0.03354,0.00086,0.42344,0.38655,0.50295,0.37412,0.44403,0.61294,0.19924,0.50295,0.30304,0.15686,1
0.20553,0.12917,9,0,0,0.11217,0.00072,0.01366,0.00039,0.197,0.17828,0.24006,0.16913,0.64179,0.38471,0.36622,0.24006,0.33789,0.16505,1
0.75099,0.4,9,0,0,0.07034,0.00154,0.23106,0.00217,0.20372,0.19611,0.23785,0.17459,0.71642,0.34353,0.35674,0.23785,0.31155,0.19592,1
0.1502,0.025,9,0,0,0.03802,0.0011,0.01988,0.00058,0.49626,0.46191,0.57879,0.44115,0.43843,0.64471,0.1537,0.57879,0.28487,0.16268,1
0.07115,0.37917,9,0,0,0.13308,0.00151,0.02609,0.00045,0.40692,0.36953,0.48675,0.35776,0.4459,0.61059,0.20114,0.48675,0.31701,0.15816,1
0.35968,0.325,9,0,0,0.06844,0.00128,0.02733,0.00069,0.41079,0.37196,0.49337,0.36009,0.4347,0.62471,0.18975,0.49337,0.31787,0.15704,1
0.3083,0.07083,9,0,0,0.14639,0.00379,0.01863,0.00047,0.43506,0.38979,0.5243,0.38348,0.38246,0.66235,0.18216,0.5243,0.32456,0.15104,1
0.45455,0.475,9,0,0,0.09696,0.00073,0.04596,0.00041,0.42474,0.38331,0.50663,0.37724,0.41231,0.62471,0.21252,0.50663,0.31721,0.15095,1
0.42688,0.27083,9,0,0,0.05133,7e-04,0.0087,0.00024,0.36096,0.34765,0.40795,0.32346,0.62687,0.44235,0.28843,0.40795,0.25071,0.17699,1
0.12253,0.32083,9,0,0,0.02852,0.00035,0.02484,0.00052,0.46889,0.4222,0.56333,0.41309,0.36194,0.69529,0.14991,0.56333,0.32012,0.15313,1
0.44269,0.46667,9,0.33333,0,0.04943,0.00063,0.04348,0.00124,0.41363,0.37844,0.48895,0.36711,0.45896,0.59059,0.22011,0.48895,0.29916,0.1565,1
0.46245,0.04167,9,0,0,0.1654,0.00461,0.02857,0.00077,0.45933,0.43274,0.52504,0.41465,0.50373,0.55529,0.2315,0.52504,0.25706,0.16318,1
0.93676,0.25833,9,0,0,0.07795,0.00142,0.03354,0.00056,0.30338,0.28282,0.35125,0.27202,0.59515,0.43294,0.33586,0.35125,0.27433,0.15911,1
0.6996,0.05833,9,0,0,0.02471,0.00033,0.03478,9e-04,0.31242,0.28849,0.36451,0.27981,0.56903,0.45529,0.32638,0.36451,0.28458,0.15535,1
0.89328,0.1375,9,0.33333,0,0.01901,0.00041,0.03602,0.00072,0.33333,0.3128,0.38439,0.29852,0.58582,0.45529,0.3093,0.38439,0.27199,0.16347,1
0.09091,0.34167,9,0,0,0.05513,0.00078,0.04596,0.00125,0.43816,0.39951,0.52504,0.3827,0.42724,0.65176,0.1537,0.52504,0.31554,0.16124,1
0.75889,0.475,9,0,0,0.173,0.00257,0.04348,0.00136,0.26104,0.23582,0.31517,0.22759,0.57649,0.45294,0.32258,0.31517,0.32183,0.15839,1
0.88142,0.47083,9,0,0,0.05323,0.0013,0.04224,0.00086,0.30338,0.26823,0.37334,0.26267,0.4944,0.53882,0.26755,0.37334,0.34802,0.15384,1
0.47036,0.40417,9,0,0,0.15779,0.00353,0.03727,0.00113,0.40485,0.38412,0.46097,0.36477,0.56157,0.49647,0.26755,0.46097,0.25246,0.16625,1
0.62055,0.27083,9,0,0,0.02852,0.00066,0.07329,0.00221,0.24296,0.23258,0.27835,0.21512,0.6847,0.35882,0.36433,0.27835,0.27031,0.1784,1
0.21344,0.55833,9,0,0,0.173,0.003,0.02236,3e-04,0.18668,0.17666,0.22091,0.15978,0.70522,0.34,0.37381,0.22091,0.31534,0.18626,1
0.29249,0.32917,9,0.33333,0,0.14259,0.00303,0.06335,0.002,0.33617,0.30065,0.40722,0.29462,0.48134,0.55176,0.25996,0.40722,0.32763,0.15316,1
0.40711,0.42083,9,0,0,0.02091,0.00025,0.0236,0.00051,0.41234,0.38088,0.48601,0.36399,0.48507,0.58235,0.20683,0.48601,0.29368,0.16212,1
0.56522,0.1,9,0,0,0.07985,0.00205,0.04596,0.00125,0.26207,0.23582,0.31443,0.23149,0.56903,0.44471,0.34345,0.31443,0.31971,0.152,1
0.36759,0.3875,9,0,0,0.22624,0.00143,0.02236,0.00037,0.38859,0.35656,0.46097,0.34217,0.48881,0.57059,0.22201,0.46097,0.30307,0.16094,1
0.15415,0.025,9,0,0,0.04373,0.00096,0.0323,8e-04,0.49161,0.45543,0.57364,0.43882,0.42724,0.64118,0.17078,0.57364,0.28624,0.15876,1
0.41107,0.41667,9,0,0,0.01331,0.00039,0.0236,0.00032,0.41957,0.38817,0.49632,0.36789,0.48321,0.59882,0.18216,0.49632,0.29966,0.16556,1
0.54941,0.4375,9,0.33333,0,0.06084,0.00123,0.01242,0.00036,0.32636,0.30875,0.37482,0.2915,0.60821,0.44118,0.3093,0.37482,0.26456,0.16881,1
0.50988,0.0875,9,0,0,0.03802,0.00106,0.01863,6e-04,0.41467,0.39546,0.46981,0.37412,0.56903,0.49412,0.26376,0.46981,0.249,0.16817,1
0.39921,0.6125,9,0.66667,0,0.07795,0.00214,0.04099,0.00076,0.27421,0.25932,0.31443,0.24552,0.64366,0.38941,0.35674,0.31443,0.26415,0.16704,1
0.92885,0.44167,9,0,0,0.02662,0.00041,0.02857,0.00054,0.31991,0.28849,0.38733,0.27825,0.51493,0.53059,0.25996,0.38733,0.33048,0.15859,1
0.08696,0.05833,9,0,0,0.03802,0.00076,0.01366,0.00047,0.49109,0.44246,0.58984,0.43258,0.34142,0.72118,0.12903,0.58984,0.31819,0.1534,1
0.32411,0.55,9,0,0,0.04373,0.00111,0.02733,0.00039,0.35115,0.31361,0.42931,0.30398,0.46269,0.58941,0.21822,0.42931,0.34123,0.157,1
0.28854,0.22083,9,0,0,0.06274,0.00122,0.04472,8e-04,0.39453,0.36224,0.47054,0.34451,0.48507,0.58941,0.19545,0.47054,0.313,0.16402,1
0.18577,0.53333,9,0,0,0.08365,0.0017,0.04099,0.00076,0.33617,0.31037,0.40059,0.29228,0.54851,0.52,0.24288,0.40059,0.31082,0.16787,1
0.60079,0.4375,9,0,0,0.11217,0.00249,0.02484,6e-04,0.20527,0.18233,0.25405,0.17537,0.61007,0.41412,0.35104,0.25405,0.35576,0.16006,1
0.26087,0.09583,9,0,0,0.03802,0.00123,0.01242,0.00042,0.37826,0.33712,0.46613,0.32424,0.4291,0.64235,0.16698,0.46613,0.34747,0.15943,1
0.19763,0.22083,9,0,0,0.59886,0.00122,0.01491,5e-04,0.27885,0.25689,0.33211,0.24318,0.59328,0.45294,0.3055,0.33211,0.3101,0.17021,1
0.37945,0.14583,9,0,0,0.05703,0.00163,0.04969,0.00102,0.43455,0.38817,0.5243,0.38348,0.375,0.66471,0.18596,0.5243,0.32672,0.14973,1
0.29644,0.5125,9,0.33333,0,0.08745,0.00145,0.0323,0.00039,0.34108,0.30551,0.41826,0.29306,0.47948,0.58235,0.21252,0.41826,0.34111,0.1607,1
0.13043,0.4375,9,0,0,0.19772,0.00444,0.01118,2e-04,0.42525,0.3825,0.50663,0.37958,0.40299,0.62235,0.22581,0.50663,0.31323,0.14813,1
0.0751,0.4625,9,0,0,0.05323,0.0012,0.03975,0.00107,0.42344,0.37601,0.51841,0.36789,0.37127,0.68706,0.1537,0.51841,0.34236,0.15374,1
0.36759,0.2875,9,0,0,0.07414,0.0012,0.01863,0.00036,0.40666,0.37358,0.47791,0.36243,0.47575,0.56941,0.23719,0.47791,0.29083,0.15576,1
0.90119,0.05417,9,0,0,0.06084,0.00112,0.02733,0.00076,0.34289,0.30875,0.40574,0.30865,0.48881,0.51412,0.31309,0.40574,0.30862,0.14394,1
0.32806,0.2125,9,0,0,0.02471,0.00049,0.02112,0.00056,0.42551,0.38979,0.50515,0.3749,0.45149,0.61412,0.18975,0.50515,0.30318,0.15956,1
0.20158,0.325,9,0,0,0.17871,0.00274,0.01615,0.00035,0.20165,0.18395,0.24448,0.17303,0.64739,0.38471,0.36053,0.24448,0.33113,0.16716,1
0.43874,0.32917,9,0,0,0.25285,0.007,0.02857,0.00063,0.45443,0.42058,0.52872,0.40764,0.45522,0.59529,0.21632,0.52872,0.27835,0.15703,1
0.54545,0.43333,9,0.33333,0,0.07224,0.00097,0.01615,0.00047,0.32585,0.30956,0.37334,0.29072,0.61754,0.43647,0.3074,0.37334,0.26411,0.17175,1
0.97233,0.43333,9,0,0,0.12167,0.00182,0.03106,0.00094,0.20114,0.18152,0.24374,0.17459,0.63433,0.38353,0.37571,0.24374,0.33166,0.15945,1
0.44269,0.09583,9,0,0,0.06844,0.00114,0.01863,6e-04,0.50813,0.47407,0.59057,0.45284,0.43657,0.64706,0.1518,0.59057,0.27918,0.16218,1
0.917,0.47083,9,0.33333,0,0.07224,0.00151,0.04596,0.00035,0.28531,0.26094,0.34094,0.24942,0.57463,0.46588,0.30361,0.34094,0.3171,0.16237,1
0.31225,0.25417,9,0,0,0.04183,0.00101,0.0323,0.00084,0.41131,0.37439,0.49337,0.35931,0.44776,0.62235,0.18027,0.49337,0.31461,0.16015,1
0.11067,0.27917,9,0,0,0.02281,0.00071,0.05839,0.00168,0.48619,0.43517,0.58616,0.42868,0.32649,0.72588,0.13662,0.58616,0.32549,0.15086,1
0.59289,0.49167,9,0,0,0.27567,0.00821,0.01615,6e-04,0.22334,0.20097,0.27246,0.19252,0.60821,0.42,0.34345,0.27246,0.33841,0.16207,1
0.57708,0.31667,9,0,0,0.23384,0.00667,0.03478,0.00122,0.30209,0.27634,0.36377,0.26111,0.5597,0.49882,0.26565,0.36377,0.31971,0.16684,1
0.60079,0.27917,9,0,0,0.32129,0.00572,0.06584,0.00254,0.21121,0.19773,0.24816,0.18472,0.67351,0.35882,0.37571,0.24816,0.30021,0.17231,1
0.33597,0.0375,9,0,0,0.03232,0.00103,0.04348,0.00077,0.45443,0.41167,0.54124,0.40296,0.39366,0.65529,0.18216,0.54124,0.30956,0.15296,1
0.32411,0.29167,9,0,0,0.01521,0.00035,0.01615,0.00028,0.41441,0.37844,0.49337,0.36477,0.45336,0.60824,0.19734,0.49337,0.30742,0.1587,1
0.65613,0.175,9,0,0,0.04373,0.00049,0.02112,0.00028,0.28195,0.26904,0.32253,0.25097,0.65485,0.39294,0.33966,0.32253,0.26456,0.17453,1
0.40711,0.38333,9,0.33333,0,0.03232,0.00054,0.01491,0.00043,0.41053,0.38088,0.48159,0.36321,0.49813,0.56941,0.21442,0.48159,0.28739,0.16335,1
0.2253,0.4625,9,0,0,0.07034,0.00223,0.13665,0.00218,0.23832,0.21313,0.29381,0.20343,0.58396,0.45412,0.31309,0.29381,0.34965,0.16273,1
0.39921,0.1625,9,0,0,0.05513,0.00107,0.02981,0.00063,0.42422,0.38655,0.50221,0.37724,0.43843,0.60588,0.21632,0.50221,0.30477,0.15356,1
0.11067,0.02917,9,0.66667,0,0.02662,0.00081,0.03851,0.00093,0.47612,0.43031,0.57069,0.41933,0.36567,0.69765,0.14232,0.57069,0.31716,0.15454,1
0.1502,0.52917,9,0,0,0.03802,0.00051,0.05342,0.00118,0.38084,0.35818,0.44256,0.33671,0.55597,0.51765,0.23909,0.44256,0.28091,0.17032,1
0.3083,0.1375,9,0,0,0.1673,0.00323,0.0472,0.00081,0.40899,0.36548,0.50074,0.35308,0.40299,0.66824,0.1518,0.50074,0.33992,0.15806,1
0.17391,0.45833,9,0,0,0.07034,0.00127,0.14783,0.00193,0.38317,0.34846,0.45508,0.33983,0.47201,0.56706,0.24478,0.45508,0.30719,0.15398,1
0.42292,0.4875,9,0,0,0.24144,0.00441,0.03727,0.00076,0.37129,0.33793,0.44477,0.32502,0.48507,0.57176,0.22391,0.44477,0.31293,0.15986,1
0.32411,0.50833,9,0.33333,0,0.07985,0.00216,0.02609,0.00077,0.33927,0.30308,0.41458,0.29384,0.47575,0.57294,0.2315,0.41458,0.33915,0.15653,1
0.13043,0.00833,9,0,0,0.0076,0.00017,0.03478,0.00039,0.49058,0.44246,0.58395,0.43726,0.34515,0.69529,0.16698,0.58395,0.31144,0.14928,1
0.58103,0.40833,9,0,0,0.03422,0.00122,0.02733,0.00047,0.34444,0.31037,0.41679,0.30008,0.48881,0.56,0.23909,0.41679,0.32514,0.15759,1
0.15415,0.1,9,0,0,0.02471,0.00025,0.0236,0.00047,0.48412,0.45057,0.56554,0.42946,0.44776,0.63647,0.1575,0.56554,0.28749,0.16284,1
0.79447,0.04167,9,0,0,0.01141,0.00037,0.11677,0.00189,0.28402,0.27066,0.32695,0.25097,0.65112,0.40471,0.32448,0.32695,0.27452,0.17684,1
0.04743,0.01667,9,0.33333,0,0.04183,0.00089,0.02733,0.00074,0.48076,0.43274,0.57585,0.42557,0.34888,0.70118,0.1537,0.57585,0.3169,0.1509,1
0.22134,0.12917,9,0,0,0.07985,0.00088,0.02236,5e-04,0.26104,0.23906,0.31664,0.22292,0.59888,0.46,0.28843,0.31664,0.33466,0.17033,1
0.61265,0.15833,9,0,0,0.03612,0.00058,0.02733,0.00039,0.26517,0.26013,0.29234,0.24084,0.71455,0.32471,0.38899,0.29234,0.22119,0.18373,1
0.16206,0.19167,9,0,0,0.04753,0.00098,0.02236,0.00026,0.45804,0.43355,0.52651,0.40842,0.51866,0.56824,0.19545,0.52651,0.26678,0.17014,1
0.89328,0.50417,9,0,0,0.22814,0.00139,0.02981,0.00073,0.27033,0.2423,0.32622,0.23772,0.5541,0.46353,0.32827,0.32622,0.32577,0.15355,1
0.28854,0.48333,9,0,0,0.1654,0.00368,0.03727,9e-04,0.31552,0.28768,0.37997,0.27358,0.54104,0.51529,0.25806,0.37997,0.31732,0.16505,1
0.3004,0.51667,9,0,0,0.10076,0.00199,0.03975,0.00069,0.33023,0.29903,0.40206,0.28371,0.51306,0.55412,0.22391,0.40206,0.33466,0.16464,1
0.41502,0.225,9,0.66667,0,0.07605,0.00167,0.05093,6e-04,0.42267,0.39141,0.49411,0.37646,0.48321,0.57412,0.22201,0.49411,0.28732,0.16001,1
0.75099,0.45,9,0,0,0.03802,0.0013,0.02112,0.00056,0.27782,0.26418,0.31959,0.2463,0.65112,0.39765,0.33586,0.31959,0.27172,0.17429,1
0.19763,0.41667,9,0,0,0.55513,0.01658,0.00994,0.00025,0.2378,0.22123,0.27982,0.20889,0.64366,0.38941,0.35674,0.27982,0.29035,0.17433,1
0.71542,0.51667,9,0,0,0.14449,0.00114,0.02484,0.00074,0.22799,0.20827,0.27172,0.20031,0.625,0.39529,0.36622,0.27172,0.30882,0.15965,1
0.02372,0.59583,9,0,0.5,0.10456,0.00386,0.08571,0.00157,0.35347,0.32496,0.42415,0.30553,0.52425,0.55412,0.21252,0.42415,0.32135,0.16974,1
0.59684,0.3,9,0,0,0.15209,0.00134,0.02112,0.00049,0.18487,0.17018,0.22018,0.16134,0.67351,0.34471,0.39848,0.22018,0.30741,0.16468,1
0.73518,0.26667,9,0,0,0.05323,0.00092,0.12671,0.00346,0.27679,0.26094,0.31959,0.2463,0.63619,0.40235,0.34345,0.31959,0.27506,0.16918,1
0.57708,0.475,9,0,0,0.21863,0.00396,0.02981,0.00055,0.30132,0.27147,0.36451,0.26267,0.53172,0.50588,0.28273,0.36451,0.32464,0.1591,1
0.99209,0.27083,9,0,0,0.05894,0.00115,0.01242,0.00025,0.29486,0.26256,0.35862,0.25799,0.51679,0.50706,0.29602,0.35862,0.33488,0.15196,1
0.74308,0.15417,9,0,0,0.02471,0.00039,0.10435,0.00311,0.29331,0.28282,0.33063,0.26345,0.66791,0.38,0.34725,0.33063,0.24524,0.17475,1
0.6166,0.0375,9,0,0,0.04563,0.00077,0.11056,0.00323,0.24735,0.23339,0.28351,0.22214,0.65858,0.36353,0.3833,0.28351,0.26196,0.16771,1
0.35178,0.10417,9,0,0,0.03232,0.00033,0.02484,0.00088,0.46269,0.41248,0.56186,0.4053,0.33955,0.71647,0.13852,0.56186,0.33282,0.15203,1
